CustomerID,churn_probability
3668-QPYBK,0.036832491694719964
9237-HQITU,0.055839244229038465
9305-CDSKC,0.34840950288160116
7892-POOKP,0.06540265476706299
0280-XJGEX,0.7187266388113266
4190-MFLUW,0.010113377300486082
8779-QRDMV,0.5352717792421
1066-JKSGK,0.32240908440750615
6467-CHFZW,0.16634164619495456
8665-UTDHZ,0.048197645845328714
8773-HHUOZ,0.3898167232995573
6047-YHPVI,0.6024692100028095
5380-WJKOV,0.6467434404780668
8168-UQWWF,0.04109914777004875
7760-OYPDY,0.10416036239499771
9420-LOJKX,0.6280482104018372
7495-OOKFY,0.01794303416158787
1658-BYGOY,0.7891811038905066
5698-BQJOH,0.0061776223241228785
5919-TMRGD,0.031356240448019185
9191-MYQKX,0.21654350858658422
8637-XJIVR,0.07547333044222908
0278-YXOOG,0.6156028584208251
4598-XLKNJ,0.14876356032300367
3192-NQECA,0.06132450477126684
0486-HECZI,0.02758560005193326
4846-WHAFZ,0.592750396322454
5299-RULOA,0.14092568408239056
0404-SWRVG,0.1632414402013878
4412-YLTKF,0.21464406344165943
6207-WIOLX,0.3512508402267065
3091-FYHKI,0.01917405349928229
2372-HWUHI,0.14162291456528914
0390-DCFDQ,0.37124449361242523
4080-OGPJL,0.15509828282259308
2135-RXIHG,0.06686481451576429
3874-EQOEP,0.13621164314916928
0867-MKZVY,0.8072795400869506
3376-BMGFE,0.010637305937116232
3445-HXXGF,0.6220324022522028
1875-QIVME,0.11201168249366134
0691-JVSYA,0.11917153045887448
2656-FMOKZ,0.7362967277229101
2070-FNEXE,0.16720157922440435
6317-YPKDH,0.021385851437088436
9367-WXLCH,0.020326176572982413
1918-ZBFQJ,0.6910388316130468
1024-GUALD,0.19687201996747714
2472-OVKUP,0.10917742793594898
1285-OKIPP,0.18136086225483758
7825-ECJRF,0.6407471856779254
7841-TZDMQ,0.5880818726307844
9408-SSNVZ,0.4810703319347603
0742-MOABM,0.044533562399225284
2232-DMLXU,0.02413161628349345
8937-RDTHP,0.27047119126392144
1251-KRREG,0.8942410219544678
0094-OIFMO,0.052664138375056416
9947-OTFQU,0.3799263521820215
0322-YINQP,0.11049317951151447
4629-NRXKX,0.6325037009059985
9514-JDSKI,0.3078547768375076
4959-JOSRX,0.0276709277818278
7273-TEFQD,0.09753194721269264
3606-TWKGI,0.10878118445326594
6323-AYBRX,0.05219517604946827
4385-GZQXV,0.7348834145939162
6366-ZGQGL,0.2071029989889368
5940-AHUHD,0.7151113571030153
6432-TWQLB,0.8148056440164876
4484-GLZOU,0.48107620813382435
9512-UIBFX,0.03516283777755243
5583-SXDAG,0.0746642593195882
3488-PGMQJ,0.17140148059481378
3580-REOAC,0.2955459180742893
7534-BFESC,0.1050289018719772
6390-DSAZX,0.19755745381108974
8098-LLAZX,0.03274215911693619
